DRINK/SLUSHY|2026-07-12|18.70
DRINK/SLUSHY|2026-07-19|33.30
DRINK/SLUSHY|2026-07-26|18.70
DRINK/SLUSHY|2026-08-02|22.44
DRINK/SLUSHY|2026-08-09|52.49
DRINK/SLUSHY|2026-08-16|3.74
DRINKS|2026-04-12|213.89
DRINKS|2026-04-19|363.12
DRINKS|2026-04-26|344.91
DRINKS|2026-05-03|576.31
DRINKS|2026-05-10|550.21
DRINKS|2026-05-17|522.96
DRINKS|2026-05-24|628.48
DRINKS|2026-05-31|709.20
DRINKS|2026-06-07|605.44
DRINKS|2026-06-14|716.25
DRINKS|2026-06-21|835.35
DRINKS|2026-06-28|841.56
DRINKS|2026-07-05|843.74
DRINKS|2026-07-12|683.24
DRINKS|2026-07-19|826.21
DRINKS|2026-07-26|855.05
DRINKS|2026-08-02|779.29
DRINKS|2026-08-09|766.24
DRINKS|2026-08-16|422.60
DRINKS NO TAX|2026-04-12|11.00
DRINKS NO TAX|2026-04-19|14.75
DRINKS NO TAX|2026-04-26|30.25
DRINKS NO TAX|2026-05-03|13.00
DRINKS NO TAX|2026-05-10|13.00
DRINKS NO TAX|2026-05-17|7.25
DRINKS NO TAX|2026-05-24|26.50
DRINKS NO TAX|2026-05-31|11.50
DRINKS NO TAX|2026-06-07|27.50
DRINKS NO TAX|2026-06-14|31.25
DRINKS NO TAX|2026-06-21|11.25
DRINKS NO TAX|2026-06-28|4.75
DRINKS NO TAX|2026-07-05|2.00
ELECTRONICS|2026-04-19|11.29
ELECTRONICS|2026-07-05|25.98
ELECTRONICS|2026-07-26|6.77
Electronics - My top gift|2026-06-21|36.14
Electronics - My top gift|2026-06-28|121.99
Electronics - My top gift|2026-07-05|83.58
Electronics - My top gift|2026-07-12|80.20
Electronics - My top gift|2026-07-19|49.69
Electronics - My top gift|2026-07-26|39.54
Electronics - My top gift|2026-08-02|79.06
Electronics - My top gift|2026-08-09|23.72
Electronics - My top gift|2026-08-16|64.38
ENERGY DRINK|2026-08-09|27.06
FOOD ITMES|2026-05-03|2.25
FOOD ITMES|2026-05-10|2.25
FOOD ITMES|2026-05-17|4.50
FOOD ITMES|2026-07-19|11.42
FOOD ITMES|2026-07-26|32.12
FOOD ITMES|2026-08-02|28.07
FOOD ITMES|2026-08-09|36.13
FOOD ITMES|2026-08-16|7.53
GENERAL ITEMS|2026-04-12|15.00
GENERAL ITEMS|2026-04-19|141.18
GENERAL ITEMS|2026-04-26|161.52
GENERAL ITEMS|2026-05-03|106.42
GENERAL ITEMS|2026-05-10|183.78
GENERAL ITEMS|2026-05-17|158.97
GENERAL ITEMS|2026-05-24|111.56
GENERAL ITEMS|2026-05-31|195.09
GENERAL ITEMS|2026-06-07|139.55
GENERAL ITEMS|2026-06-14|157.25
GENERAL ITEMS|2026-06-21|139.75
GENERAL ITEMS|2026-06-28|103.31
GENERAL ITEMS|2026-07-05|179.62
GENERAL ITEMS|2026-07-12|146.53
GENERAL ITEMS|2026-07-19|240.25
GENERAL ITEMS|2026-07-26|118.53
GENERAL ITEMS|2026-08-02|148.02
GENERAL ITEMS|2026-08-09|163.30
GENERAL ITEMS|2026-08-16|66.99
GENERAL ITMES|2026-06-07|9.03
GENERAL ITMES|2026-06-14|9.03
GENERAL ITMES|2026-06-21|9.03
GENERAL ITMES|2026-07-05|9.03
GENERAL ITMES|2026-08-02|9.03
GENERAL NO TAX|2026-04-12|37.20
GENERAL NO TAX|2026-04-19|-300.00
GENERAL NO TAX|2026-04-26|328.86
GENERAL NO TAX|2026-05-03|67.80
GENERAL NO TAX|2026-05-10|58.80
GENERAL NO TAX|2026-05-17|22.00
GENERAL NO TAX|2026-05-24|7.10
GENERAL NO TAX|2026-05-31|34.40
GENERAL NO TAX|2026-06-07|6.30
GENERAL NO TAX|2026-06-14|10.30
GENERAL NO TAX|2026-06-21|21.05
GENERAL NO TAX|2026-06-28|5.70
GENERAL NO TAX|2026-07-05|10.25
GENERAL NO TAX|2026-07-12|9.00
GENERAL NO TAX|2026-07-19|20.00
GENERAL NO TAX|2026-07-26|40.75
GENERAL NO TAX|2026-08-02|21.35
GENERAL NO TAX|2026-08-09|51.75
GENERAL NO TAX|2026-08-16|15.15
GROCERY|2026-04-12|11.29
GROCERY|2026-04-19|15.79
GROCERY|2026-04-26|63.18
GROCERY|2026-05-03|42.86
GROCERY|2026-05-10|3.01
GROCERY|2026-05-17|70.50
GROCERY|2026-05-24|10.44
GROCERY|2026-05-31|85.95
GROCERY|2026-06-07|68.73
GROCERY|2026-06-14|83.15
GROCERY|2026-06-21|48.51
GROCERY|2026-06-28|62.64
GROCERY|2026-07-05|36.95
GROCERY|2026-07-12|36.66
GROCERY|2026-07-19|75.28
GROCERY|2026-07-26|72.02
GROCERY|2026-08-02|101.67
GROCERY|2026-08-09|111.54
GROCERY|2026-08-16|56.70
GROCERY NO TAX|2026-04-12|424.53
GROCERY NO TAX|2026-04-19|458.54
GROCERY NO TAX|2026-04-26|535.44
GROCERY NO TAX|2026-05-03|550.75
GROCERY NO TAX|2026-05-10|631.30
GROCERY NO TAX|2026-05-17|427.18
GROCERY NO TAX|2026-05-24|491.02
GROCERY NO TAX|2026-05-31|677.54
GROCERY NO TAX|2026-06-07|810.27
GROCERY NO TAX|2026-06-14|512.52
GROCERY NO TAX|2026-06-21|750.12
GROCERY NO TAX|2026-06-28|885.21
GROCERY NO TAX|2026-07-05|721.53
GROCERY NO TAX|2026-07-12|596.98
GROCERY NO TAX|2026-07-19|747.72
GROCERY NO TAX|2026-07-26|1041.78
GROCERY NO TAX|2026-08-02|873.98
GROCERY NO TAX|2026-08-09|507.87
GROCERY NO TAX|2026-08-16|483.53
HARDWARE|2026-05-10|3.94
HEALTH & BEAUTY|2026-04-12|11.51
HEALTH & BEAUTY|2026-04-19|62.49
HEALTH & BEAUTY|2026-04-26|74.17
HEALTH & BEAUTY|2026-05-03|44.85
HEALTH & BEAUTY|2026-05-10|38.59
HEALTH & BEAUTY|2026-05-17|43.08
HEALTH & BEAUTY|2026-05-24|43.58
HEALTH & BEAUTY|2026-05-31|53.92
HEALTH & BEAUTY|2026-06-07|52.16
HEALTH & BEAUTY|2026-06-14|99.15
HEALTH & BEAUTY|2026-06-21|100.06
HEALTH & BEAUTY|2026-06-28|64.35
HEALTH & BEAUTY|2026-07-05|58.79
HEALTH & BEAUTY|2026-07-12|76.98
HEALTH & BEAUTY|2026-07-19|74.48
HEALTH & BEAUTY|2026-07-26|88.57
HEALTH & BEAUTY|2026-08-02|67.65
HEALTH & BEAUTY|2026-08-09|48.83
HEALTH & BEAUTY|2026-08-16|53.34
HOUSE HOLD ITEM|2026-05-17|6.44
HOUSE HOLD ITEM|2026-06-14|13.53
HOUSE HOLD ITEM|2026-06-21|9.02
HOUSE HOLD ITEM|2026-06-28|4.51
HOUSE HOLD ITEM|2026-07-19|9.02
HOUSE HOLD ITEM|2026-07-26|9.02
HOUSE HOLD ITEM|2026-08-09|4.51
ICE|2026-04-19|4.51
ICE|2026-05-10|9.02
ICE|2026-05-24|13.53
ICE|2026-06-07|36.08
ICE|2026-06-14|9.02
ICE|2026-06-21|4.51
ICE|2026-06-28|18.04
ICE|2026-07-05|18.04
ICE|2026-07-12|31.57
ICE|2026-07-19|22.55
ICE|2026-07-26|18.04
ICE|2026-08-02|9.02
ICE|2026-08-09|40.58
ICE|2026-08-16|13.53
Ice cream|2026-04-12|2.25
Ice cream|2026-04-26|2.25
Ice cream|2026-05-03|2.25
Ice cream|2026-05-10|2.25
Ice cream|2026-05-17|9.00
Ice cream|2026-05-24|6.75
Ice cream|2026-05-31|11.24
Ice cream|2026-06-14|23.13
Ice cream|2026-06-28|8.06
Ice cream|2026-07-05|5.62
Ice cream|2026-07-12|5.62
Ice cream|2026-07-19|2.81
Ice cream|2026-08-02|2.81
Ice cream|2026-08-09|2.81
Ice cream|2026-08-16|11.25
ICE CREAMS|2026-04-19|26.02
ICE CREAMS|2026-04-26|14.75
ICE CREAMS|2026-05-03|32.43
ICE CREAMS|2026-05-10|24.33
ICE CREAMS|2026-05-17|92.23
ICE CREAMS|2026-05-24|66.49
ICE CREAMS|2026-05-31|108.78
ICE CREAMS|2026-06-07|102.49
ICE CREAMS|2026-06-14|68.46
ICE CREAMS|2026-06-21|52.35
ICE CREAMS|2026-06-28|88.81
ICE CREAMS|2026-07-05|68.64
ICE CREAMS|2026-07-12|40.75
ICE CREAMS|2026-07-19|28.35
ICE CREAMS|2026-07-26|69.48
ICE CREAMS|2026-08-02|78.26
ICE CREAMS|2026-08-09|53.94
ICE CREAMS|2026-08-16|13.50
JTI VAPE & CIGARATE|2026-06-28|33.49
JUICE|2026-07-26|1.01
LIGHTER|2026-04-12|16.93
LIGHTER|2026-04-19|16.92
LIGHTER|2026-04-26|14.11
LIGHTER|2026-05-10|12.39
LIGHTER|2026-05-17|6.75
LIGHTER|2026-05-24|4.50
LIGHTER|2026-05-31|20.25
LIGHTER|2026-06-07|20.25
LIGHTER|2026-06-21|27.07
LIGHTER|2026-06-28|33.86
LIGHTER|2026-07-05|11.29
LIGHTER|2026-07-12|25.39
LIGHTER|2026-07-19|28.21
LIGHTER|2026-07-26|40.62
LIGHTER|2026-08-02|36.66
LIGHTER|2026-08-09|43.45
LIGHTER|2026-08-16|2.82
LOTTERY|2026-04-12|3828.00
LOTTERY|2026-04-19|4758.60
LOTTERY|2026-04-26|6021.10
LOTTERY|2026-05-03|7341.00
LOTTERY|2026-05-10|5293.40
LOTTERY|2026-05-17|4463.30
LOTTERY|2026-05-24|6572.70
LOTTERY|2026-05-31|5616.40
LOTTERY|2026-06-07|3910.90
LOTTERY|2026-06-14|4327.50
LOTTERY|2026-06-21|5057.20
LOTTERY|2026-06-28|5733.20
LOTTERY|2026-07-05|5196.30
LOTTERY|2026-07-12|4499.80
LOTTERY|2026-07-19|5378.60
LOTTERY|2026-07-26|3377.90
LOTTERY|2026-08-02|7069.10
LOTTERY|2026-08-09|3815.50
LOTTERY|2026-08-16|2848.50
OTHER|2026-04-12|68.93
OTHER|2026-04-19|40.68
OTHER|2026-04-26|31.64
OTHER|2026-05-03|85.88
OTHER|2026-05-10|36.16
OTHER|2026-05-17|63.28
OTHER|2026-05-24|22.60
OTHER|2026-05-31|36.16
OTHER|2026-06-07|22.60
OTHER|2026-06-14|13.56
OTHER|2026-06-21|18.08
OTHER|2026-06-28|38.40
OTHER|2026-07-05|27.12
OTHER|2026-07-12|27.12
OTHER|2026-07-19|58.76
OTHER|2026-07-26|36.16
OTHER|2026-08-02|49.72
OTHER|2026-08-09|27.12
OTHER|2026-08-16|19.20
PARTY STUFF|2026-07-05|13.54
PARTY STUFF|2026-08-02|13.54
PARTY STUFF|2026-08-09|6.77
PET FOOD|2026-05-10|15.76
PET FOOD|2026-05-17|4.94
PET FOOD|2026-05-24|7.52
PET FOOD|2026-05-31|2.00
PET FOOD|2026-06-14|8.00
PET FOOD|2026-06-28|8.00
PET FOOD|2026-07-05|10.10
PET FOOD|2026-07-19|6.73
PET FOOD|2026-08-02|7.04
PET FOOD|2026-08-09|8.42
PET FOOD|2026-08-16|5.05
R.T.D.|2026-04-19|22.98
R.T.D.|2026-04-26|34.47
R.T.D.|2026-05-03|34.47
R.T.D.|2026-05-17|22.98
R.T.D.|2026-05-24|88.00
R.T.D.|2026-05-31|116.99
R.T.D.|2026-06-07|188.17
R.T.D.|2026-06-14|159.49
R.T.D.|2026-06-21|126.46
R.T.D.|2026-06-28|309.29
R.T.D.|2026-07-05|220.75
R.T.D.|2026-07-12|189.89
R.T.D.|2026-07-19|228.65
R.T.D.|2026-07-26|309.98
R.T.D.|2026-08-02|221.73
R.T.D.|2026-08-09|151.83
R.T.D.|2026-08-16|101.02
SEASONAL|2026-08-02|3.38
SNACK|2026-05-17|7.88
SNACK|2026-06-14|1.13
SNACK|2026-06-21|7.33
SNACK|2026-06-28|8.45
SNACK|2026-07-05|1.13
SNACK|2026-07-12|6.77
SNACK|2026-07-19|3.72
SNACK|2026-07-26|4.51
SNACK|2026-08-02|15.33
SNACK|2026-08-09|14.88
SNACKS|2026-05-17|3.96
SNACKS|2026-05-31|3.96
STATIONARY|2026-05-10|9.02
TOBACCO|2026-04-12|1263.08
TOBACCO|2026-04-19|2851.46
TOBACCO|2026-04-26|2381.11
TOBACCO|2026-05-03|2192.15
TOBACCO|2026-05-10|2669.96
TOBACCO|2026-05-17|2604.09
TOBACCO|2026-05-24|2386.02
TOBACCO|2026-05-31|3230.19
TOBACCO|2026-06-07|2825.12
TOBACCO|2026-06-14|3355.18
TOBACCO|2026-06-21|3237.34
TOBACCO|2026-06-28|2728.48
