2026-05-26|114|848.38|895.00|-170.00|67|62
2026-05-27|120|974.78|1170.50|-142.40|68|64
2026-05-28|128|1002.69|1491.00|-661.20|64|82
2026-05-29|182|1318.57|1937.00|-257.00|94|101
2026-05-30|146|981.38|1427.00|-509.20|86|72
2026-05-31|115|1179.16|618.00|-195.00|77|43
2026-06-01|119|1273.50|733.00|-315.50|78|47
2026-06-02|138|1280.17|1141.00|-201.00|83|66
2026-06-03|129|1258.69|1379.00|-457.00|89|54
2026-06-04|139|1097.79|1097.00|-477.20|82|66
2026-06-05|158|1373.91|1554.00|-552.90|97|83
2026-06-06|165|1337.28|1843.00|-550.00|98|83
2026-06-07|106|1074.46|714.00|-51.00|66|49
2026-06-08|133|1029.27|994.00|-146.00|81|64
2026-06-09|155|1403.35|1463.00|-1123.00|97|75
2026-06-10|161|1238.37|1430.00|-748.00|87|86
2026-06-11|128|1376.24|1244.00|-420.50|74|70
2026-06-12|143|823.96|1374.00|-822.40|64|89
2026-06-13|162|1017.80|1264.00|-1261.20|81|96
2026-06-14|111|1418.94|814.00|-206.00|80|40
2026-06-15|126|1230.13|766.00|-207.40|80|54
2026-06-16|162|1056.79|1626.00|-873.80|97|78
2026-06-17|162|1180.34|1260.00|-537.00|90|84
2026-06-18|134|1135.88|941.00|-970.00|80|66
2026-06-19|190|1489.61|1666.00|-935.30|111|94
2026-06-20|162|1319.36|1256.00|-272.00|94|81
2026-06-21|124|1146.07|581.00|-254.10|85|44
2026-06-22|109|1006.61|656.00|-190.00|70|46
2026-06-23|153|1307.71|1092.00|-210.00|90|71
2026-06-24|159|1596.41|891.00|-138.00|103|65
2026-06-25|135|1040.96|1497.00|-348.70|88|60
2026-06-26|165|1431.24|1975.00|-1692.00|97|84
2026-06-27|140|1225.85|1364.00|-166.00|88|64
2026-06-28|126|1004.16|896.00|-152.00|83|56
2026-06-29|138|1209.81|912.00|-421.00|86|57
2026-06-30|163|1492.52|1518.00|-398.00|97|78
2026-07-01|185|1320.60|2153.00|-1567.00|104|98
2026-07-02|152|1522.87|958.00|-190.00|100|67
2026-07-03|233|1581.15|2211.00|-1402.00|107|139
2026-07-04|160|1315.45|1662.00|-446.80|93|79
2026-07-05|117|976.59|607.00|-51.00|83|43
2026-07-06|127|1170.36|789.00|-190.00|78|60
2026-07-07|159|1084.09|1332.00|-361.50|91|80
2026-07-08|153|1017.45|1085.00|-372.10|90|72
2026-07-09|136|997.47|1087.00|-802.00|80|66
2026-07-10|176|1759.34|1548.50|-290.60|111|77
2026-07-11|165|961.45|1400.00|-585.00|86|87
2026-07-12|143|1586.72|784.00|-519.00|93|59
2026-07-13|115|899.33|670.00|-72.00|79|43
2026-07-14|137|1256.86|1101.00|-306.00|80|64
2026-07-15|114|891.09|806.00|-644.50|68|54
2026-07-16|143|1263.76|1335.00|-426.10|90|63
2026-07-17|145|931.39|1153.00|-675.00|80|72
2026-07-18|166|1296.62|1873.00|-579.60|92|91
2026-07-19|128|1210.08|813.00|-102.00|90|45
2026-07-20|117|909.47|1098.00|-125.00|67|56
2026-07-21|124|1305.66|943.00|-113.00|68|64
2026-07-22|136|872.08|1165.00|-234.00|75|66
2026-07-23|120|926.49|999.00|-935.00|77|52
2026-07-24|167|1135.89|1422.00|-472.60|98|81
2026-07-25|151|980.01|1366.00|-445.80|82|83
2026-07-26|110|965.17|610.40|-218.00|74|38
2026-07-27|122|879.35|781.00|-430.30|74|57
2026-07-28|167|1079.77|987.00|-720.00|85|86
2026-07-29|178|1023.73|1290.00|-586.00|96|92
2026-07-30|133|1002.60|958.00|-451.00|85|57
2026-07-31|176|1917.29|1297.00|-596.00|117|73
2026-08-01|179|1150.71|1558.00|-1102.20|102|90
2026-08-02|123|1031.90|1534.00|-271.20|72|62
2026-08-03|146|1364.77|1040.00|-167.30|87|66
2026-08-04|138|1147.95|1004.00|-215.00|90|55
2026-08-05|160|1181.50|1622.00|-433.40|88|84
2026-08-06|144|1394.35|1064.00|-137.00|86|65
2026-08-07|171|1429.41|1662.00|-421.00|89|94
2026-08-08|177|1339.95|1848.00|-1060.00|97|94
2026-08-09|114|933.61|686.00|-189.30|78|43
2026-08-10|130|894.53|795.00|-614.30|80|55
2026-08-11|155|1250.11|1041.00|-280.40|92|77
2026-08-12|125|1216.27|862.00|-1249.00|78|53
2026-08-13|134|1093.68|956.00|-260.00|80|64
2026-08-14|149|1013.39|1451.00|-71.00|86|77
2026-08-15|161|1182.47|1208.00|-519.50|89|87
2026-08-16|121|980.85|926.00|-136.00|76|53
2026-08-17|130|1033.65|666.00|-184.00|75|61
2026-08-18|145|977.12|1351.00|-179.00|87|69
2026-08-19|161|1087.85|1907.00|-1502.50|88|84
