POS_OpeningCash|TotalCashR|decimal|0
POS_OpeningCash|OpeningCash|decimal|2
(33 rows affected)
PosPrinterSetting|Id|int|1
PosPrinterSetting|PrinterName|nvarchar|1
PosPrinterSetting|IsEnabled|nchar|1
PosPrinterSetting|TillID|nchar|1
PosPrinterSetting|CashDrawer|nchar|1
PosPrinterSetting|CustomerDisplay|nchar|1
PosPrinterSetting|CDPort|nchar|1
PosPrinterSetting|WS|nchar|1
PosPrinterSetting|WSPortNo|nchar|1
PosPrinterSetting|PT|nchar|1
PosPrinterSetting|PTipAddress|nchar|0
PosPrinterSetting|PTPortNo|nchar|0
PosPrinterSetting|CCD|nchar|1
PosPrinterSetting|AMII|nchar|1
PosPrinterSetting|isOS|nchar|1
PosPrinterSetting|WSType|nchar|1
PosPrinterSetting|BarcodePrinter|nchar|0
PosPrinterSetting|PGType|nchar|1
PosPrinterSetting|CloverClientID|nvarchar|0
PosPrinterSetting|CloverClientSecret|nvarchar|0
PosPrinterSetting|CloverAuthURL|nvarchar|1
PosPrinterSetting|CloverTokenURL|nvarchar|1
PosPrinterSetting|CloverRedirectURL|nvarchar|1
PosPrinterSetting|CloverDeviceID|nvarchar|0
PosPrinterSetting|AppName|nvarchar|0
PosPrinterSetting|RAID|nvarchar|0
PosPrinterSetting|DBBackupLocation|nvarchar|1
PosPrinterSetting|DeleteHoldDataWhileCloseShift|bit|1
(28 rows affected)
Product|PID|int|23567
Product|ProductCode|nchar|23567
Product|ProductName|nvarchar|23567
Product|Alias|nchar|4273
Product|Description|nvarchar|2660
Product|Barcode|nchar|23567
Product|Category|nchar|23567
Product|PurchaseUnit|nchar|23567
Product|SalesUnit|nchar|23567
Product|PurchaseCost|decimal|4393
Product|SalesCost|decimal|23509
Product|ReorderPoint|int|10204
Product|AddedDate|datetime|23567
Product|MarginPer|decimal|22495
Product|ShowPS|nchar|785
Product|ButtonUIColor|int|23567
Product|IsValueN|nchar|23567
Product|ImagePath|nvarchar|785
Product|BD|decimal|158
Product|PromoCost|decimal|748
(20 rows affected)
Product_OpeningStock|PS_ID|int|23177
Product_OpeningStock|ProductID|int|23177
Product_OpeningStock|StorageType|nchar|23177
Product_OpeningStock|Warehouse_Store|nchar|23177
Product_OpeningStock|Qty|decimal|2995
Product_OpeningStock|ExpiryDate|nchar|10
Product_OpeningStock|ManufacturingDate|nchar|0
(7 rows affected)
Registration|UserID|nchar|1
Registration|UserType|nchar|1
Registration|Password|nchar|1
Registration|Name|nchar|1
Registration|ContactNo|nchar|1
Registration|SSN|nchar|0
Registration|EmailID|nchar|1
Registration|JoiningDate|datetime|1
Registration|Active|nchar|1
Registration|PayrollType|nchar|1
(10 rows affected)
Salesman_Commission|ID|int|17718
Salesman_Commission|InvoiceID|int|17718
Salesman_Commission|CommissionPer|decimal|0
Salesman_Commission|Commission|decimal|0
(4 rows affected)
StockAdjustment_Store|SA_ID|int|1
StockAdjustment_Store|ProductID|int|1
StockAdjustment_Store|Barcode|nchar|1
StockAdjustment_Store|Date|datetime|1
StockAdjustment_Store|AdjustmentType|nchar|1
StockAdjustment_Store|Qty|decimal|1
StockAdjustment_Store|Reason|nchar|1
(7 rows affected)
TaxMaster|TaxName|nchar|3
TaxMaster|TaxType|nchar|3
TaxMaster|Percentage|decimal|2
TaxMaster|AdditionalPercentage|decimal|0
TaxMaster|TVQ|decimal|0
(5 rows affected)
TaxType|Type|nchar|3
(1 rows affected)
Temp_Stock_Company|Id|int|23567
Temp_Stock_Company|ProductID|int|23567
Temp_Stock_Company|Barcode|nchar|23567
Temp_Stock_Company|PurchaseRate|decimal|4393
