Product_OpeningStock|StorageType|nchar|40|1|3
Product_OpeningStock|Warehouse_Store|nchar|500|1|4
Product_OpeningStock|Qty|decimal|9|1|5
Product_OpeningStock|ExpiryDate|nchar|100|1|6
Product_OpeningStock|ManufacturingDate|nchar|100|1|7
ProductLocation|ID|int|4|0|1
ProductLocation|RackNo|nchar|100|1|2
ProductLocation|ProductID|int|4|1|3
ProductLocation|ShelfPosition|nchar|40|1|4
Promotion|Id|int|4|0|1
Promotion|EntryDate|datetime|8|1|2
Promotion|PFor|nchar|40|1|3
Promotion|Product_BrandName|nvarchar|-1|1|4
Promotion|MinQty|decimal|9|1|5
Promotion|UnitPrice|decimal|9|1|6
Promotion|IsExpired|nchar|20|1|7
Promotion|ExpiryDate|datetime|8|1|8
Promotion|Active|nchar|20|1|9
Purchase|ST_ID|int|4|0|1
Purchase|InvoiceNo|nchar|60|0|2
Purchase|Date|datetime|8|0|3
Purchase|PurchaseType|nchar|40|0|4
Purchase|Supplier_ID|int|4|0|5
Purchase|SubTotal|decimal|9|0|6
Purchase|DiscountPer|decimal|9|0|7
Purchase|Discount|decimal|9|0|8
Purchase|PreviousDue|decimal|9|0|9
Purchase|FreightCharges|decimal|9|0|10
Purchase|OtherCharges|decimal|9|0|11
Purchase|Total|decimal|9|0|12
Purchase|RoundOff|decimal|9|0|13
Purchase|GrandTotal|decimal|9|0|14
Purchase|TotalPayment|decimal|9|0|15
Purchase|PaymentDue|decimal|9|0|16
Purchase|Remarks|nvarchar|-1|1|17
Purchase|ReferenceNo1|nchar|100|1|18
Purchase|ReferenceNo2|nchar|100|1|19
Purchase|SupplierInvoiceNo|nchar|100|1|20
Purchase|SupplierInvoiceDate|datetime|8|1|21
Purchase|TaxType|nchar|40|1|22
Purchase_Join|SP_ID|int|4|0|1
Purchase_Join|PurchaseID|int|4|0|2
Purchase_Join|ProductID|int|4|0|3
Purchase_Join|Qty|decimal|9|0|4
Purchase_Join|Price|decimal|9|0|5
Purchase_Join|TotalAmount|decimal|9|0|6
Purchase_Join|StorageType|nchar|40|1|7
Purchase_Join|Warehouse_Store|nchar|500|0|8
Purchase_Join|SalesCost|decimal|9|1|9
Purchase_Join|Barcode|nchar|100|1|10
Purchase_Join|ExpiryDate|nchar|100|1|11
Purchase_Join|ManufacturingDate|nchar|60|1|12
Purchase_Join|RackNo|nchar|100|1|13
Purchase_Join|VATPer|decimal|9|1|14
Purchase_Join|VAT|decimal|9|1|15
Purchase_Join|TPSPer|decimal|9|1|16
Purchase_Join|TPSAmt|decimal|9|1|17
Purchase_Join|TVQPer|decimal|9|1|18
Purchase_Join|TVQAmt|decimal|9|1|19
PurchaseOrder|PO_ID|int|4|0|1
PurchaseOrder|PONumber|nchar|100|0|2
PurchaseOrder|Date|datetime|8|1|3
PurchaseOrder|Supplier_ID|int|4|1|4
PurchaseOrder|Terms|nvarchar|-1|1|5
PurchaseOrder|SubTotal|decimal|9|1|6
PurchaseOrder|VATPer|decimal|9|1|7
PurchaseOrder|VATAmount|decimal|9|1|8
PurchaseOrder|GrandTotal|decimal|9|1|9
PurchaseOrder|TaxType|nchar|40|1|10
PurchaseOrder_Join|POJ_ID|int|4|0|1
PurchaseOrder_Join|PurchaseOrderID|int|4|0|2
PurchaseOrder_Join|ProductID|int|4|0|3
PurchaseOrder_Join|Qty|decimal|9|0|4
PurchaseOrder_Join|PricePerUnit|decimal|9|1|5
PurchaseOrder_Join|Amount|decimal|9|1|6
PurchaseReturn|PR_ID|int|4|0|1
PurchaseReturn|PRNo|nchar|60|1|2
PurchaseReturn|Date|datetime|8|1|3
PurchaseReturn|PurchaseID|int|4|1|4
PurchaseReturn|SubTotal|decimal|9|1|5
PurchaseReturn|DiscPer|decimal|9|1|6
